customer_id,customer_segment,contract_type,region,tenure_months,monthly_revenue,support_tickets_last_90_days,late_payments_last_12_months,product_usage_score,satisfaction_score,last_login_days_ago,discount_percent,churn_probability,churned,annual_revenue,customer_lifetime_value,revenue_at_risk,usage_risk_flag,satisfaction_risk_flag,login_risk_flag,support_risk_flag,payment_risk_flag,total_risk_flags,risk_band
4925,Small Business,Annual,West,39,205.37,2,1,36.37,8,114,15,0.3,1,2464.44,8009.43,2464.44,1,0,1,0,0,2,Moderate Risk
4926,Small Business,Month to Month,South,68,178.19,2,3,80.19,6.2,34,10,0.28,0,2138.28,12116.92,0,0,0,0,0,1,1,Moderate Risk
4927,Small Business,Month to Month,Northeast,1,165.95,2,1,88.53,9,22,15,0.38,0,1991.4,165.95,0,0,0,0,0,0,0,Moderate Risk
4928,Mid Market,Two Year,Midwest,70,226.29,0,2,59.04,7.6,14,5,0.02,0,2715.48,15840.3,0,0,0,0,0,0,0,Low Risk
4929,Small Business,Month to Month,South,52,184.98,2,1,98.67,6,91,0,0.32,0,2219.76,9618.96,0,0,0,1,0,0,1,Moderate Risk
4930,Small Business,Two Year,Northeast,39,220.58,2,1,50.78,8.4,82,5,0.06000000000000001,0,2646.96,8602.62,0,0,0,1,0,0,1,Low Risk
4931,Consumer,Month to Month,South,66,54.56,3,2,37.14,6.9,37,5,0.36000000000000004,1,654.72,3600.96,654.72,1,0,0,0,0,1,Moderate Risk
4932,Consumer,Two Year,Northeast,20,275.04,3,0,81,6.9,106,0,0.12000000000000001,0,3300.48,5500.8,0,0,0,1,0,0,1,Low Risk
4933,Enterprise,Annual,Midwest,55,166.05,2,0,22.94,8.1,52,10,0.3,1,1992.6,9132.75,1992.6,1,0,1,0,0,2,Moderate Risk
4934,Consumer,Annual,West,8,200.59,3,2,77.68,7.6,116,0,0.32,1,2407.08,1604.72,2407.08,0,0,1,0,0,1,Moderate Risk
4935,Mid Market,Month to Month,Midwest,63,215.21,2,1,74.61,7.5,96,10,0.32,0,2582.52,13558.23,0,0,0,1,0,0,1,Moderate Risk
4936,Mid Market,Month to Month,West,51,163.08,1,2,59.47,6,103,0,0.32,1,1956.96,8317.08,1956.96,0,0,1,0,0,1,Moderate Risk
4937,Small Business,Month to Month,South,28,129.5,2,0,72.3,7.8,75,15,0.38,0,1554,3626,0,0,0,1,0,0,1,Moderate Risk
4938,Mid Market,Month to Month,Northeast,71,243.63,4,1,59.2,8.3,40,15,0.3,1,2923.56,17297.73,2923.56,0,0,0,1,0,1,Moderate Risk
4939,Mid Market,Month to Month,Midwest,29,251.68,0,1,74.18,6.2,33,15,0.26,0,3020.16,7298.72,0,0,0,0,0,0,0,Moderate Risk
4940,Small Business,Annual,South,3,235.41,2,2,75.76,9,40,5,0.2,0,2824.92,706.23,0,0,0,0,0,0,0,Moderate Risk
4941,Enterprise,Month to Month,Midwest,38,196.59,0,1,75.52,6.4,65,10,0.32,0,2359.08,7470.42,0,0,0,1,0,0,1,Moderate Risk
4942,Mid Market,Annual,Northeast,42,106.18,4,2,85.87,4.9,68,5,0.38999999999999996,1,1274.16,4459.56,1274.16,0,1,1,1,0,3,Moderate Risk
4943,Enterprise,Month to Month,Midwest,2,74.75,2,2,82.07,6.7,51,0,0.5,0,897,149.5,0,0,0,1,0,0,1,High Risk
4944,Enterprise,Month to Month,South,18,180.25,2,1,100,8.4,117,0,0.38,0,2163,3244.5,0,0,0,1,0,0,1,Moderate Risk
4945,Enterprise,Two Year,Midwest,32,119.93,0,2,75.27,10,30,0,0.02,0,1439.16,3837.76,0,0,0,0,0,0,0,Low Risk
4946,Mid Market,Annual,Northeast,41,230.54,3,2,72.15,9.4,31,0,0.020000000000000004,0,2766.48,9452.14,0,0,0,0,0,0,0,Low Risk
4947,Consumer,Month to Month,Northeast,62,113.3,0,0,63.18,7.3,97,15,0.32,0,1359.6,7024.6,0,0,0,1,0,0,1,Moderate Risk
4948,Enterprise,Month to Month,Northeast,29,118.99,0,0,91.95,5.9,114,0,0.53,1,1427.88,3450.71,1427.88,0,1,1,0,0,2,High Risk
4949,Small Business,Month to Month,South,32,231.08,2,0,80.17,7.1,68,15,0.38,0,2772.96,7394.56,0,0,0,1,0,0,1,Moderate Risk
4950,Consumer,Month to Month,Northeast,51,190.76,3,2,62.61,8.1,70,10,0.32,1,2289.12,9728.76,2289.12,0,0,1,0,0,1,Moderate Risk
4951,Small Business,Month to Month,Northeast,22,104.92,3,0,39.01,7.6,30,10,0.42000000000000004,0,1259.04,2308.24,0,1,0,0,0,0,1,High Risk
4952,Small Business,Annual,South,22,247.78,0,1,82.51,7.5,105,15,0.2,0,2973.36,5451.16,0,0,0,1,0,0,1,Moderate Risk
4953,Mid Market,Month to Month,Midwest,70,134.01,1,0,81,1.8,97,10,0.47000000000000003,0,1608.12,9380.7,0,0,1,1,0,0,2,High Risk
4954,Enterprise,Two Year,South,68,235.8,0,1,93.57,10,31,5,0.02,0,2829.6,16034.4,0,0,0,0,0,0,0,Low Risk
4955,Mid Market,Month to Month,Northeast,26,156.48,3,2,53.36,5.2,102,0,0.53,0,1877.76,4068.48,0,0,1,1,0,0,2,High Risk
4956,Consumer,Month to Month,South,46,119.42,3,1,52.45,5.7,96,15,0.47000000000000003,1,1433.04,5493.32,1433.04,0,1,1,0,0,2,High Risk
4957,Small Business,Annual,Northeast,14,130.47,2,2,62.46,8.9,120,0,0.2,0,1565.64,1826.58,0,0,0,1,0,0,1,Moderate Risk
4958,Small Business,Month to Month,Midwest,47,233.93,0,0,72.87,9.6,55,0,0.32,1,2807.16,10994.71,2807.16,0,0,1,0,0,1,Moderate Risk
4959,Consumer,Month to Month,West,41,70.27,0,0,48.37,4.8,71,25,0.47000000000000003,0,843.24,2881.07,0,0,1,1,0,0,2,High Risk
4960,Consumer,Month to Month,West,55,189.58,2,0,66,5.9,97,0,0.47000000000000003,1,2274.96,10426.9,2274.96,0,1,1,0,0,2,High Risk
4961,Small Business,Month to Month,West,6,148.04,2,1,53.87,6.1,13,10,0.38,0,1776.48,888.24,0,0,0,0,0,0,0,Moderate Risk
4962,Small Business,Month to Month,West,3,213.51,2,0,85.56,7.3,9,10,0.38,0,2562.12,640.53,0,0,0,0,0,0,0,Moderate Risk
4963,Small Business,Two Year,Northeast,40,168.19,4,2,68.06,8.7,10,5,0.039999999999999994,0,2018.28,6727.6,0,0,0,0,1,0,1,Low Risk
4964,Enterprise,Annual,Midwest,18,197.65,4,3,82.5,5.7,7,10,0.41000000000000003,0,2371.8,3557.7,0,0,1,0,1,1,3,High Risk
4965,Consumer,Month to Month,South,18,58.9,2,1,85.6,8.8,74,10,0.38,1,706.8,1060.2,706.8,0,0,1,0,0,1,Moderate Risk
4966,Mid Market,Annual,South,23,197.12,4,0,73.87,8.3,40,5,0.18,1,2365.44,4533.76,2365.44,0,0,0,1,0,1,Low Risk
4967,Enterprise,Month to Month,West,70,126.59,3,1,66.11,6,0,0,0.2,0,1519.08,8861.3,0,0,0,0,0,0,0,Moderate Risk
4968,Small Business,Annual,Midwest,27,294.3,3,3,53.87,6.2,119,0,0.28,0,3531.6,7946.1,0,0,0,1,0,1,2,Moderate Risk
4969,Small Business,Annual,Midwest,33,77.2,3,0,73.7,8.4,42,0,0.08,0,926.4,2547.6,0,0,0,0,0,0,0,Low Risk
4970,Small Business,Month to Month,South,14,231.87,1,1,80.53,6,4,20,0.26,0,2782.44,3246.18,0,0,0,0,0,0,0,Moderate Risk
4971,Enterprise,Month to Month,West,37,172.9,3,0,78.28,9.4,61,5,0.32,0,2074.8,6397.3,0,0,0,1,0,0,1,Moderate Risk
4972,Consumer,Annual,Midwest,21,238.57,3,0,80.84,7.3,92,5,0.2,0,2862.84,5009.97,0,0,0,1,0,0,1,Moderate Risk
4973,Mid Market,Month to Month,Northeast,29,195.75,2,0,83.76,6.1,51,5,0.38,1,2349,5676.75,2349,0,0,1,0,0,1,Moderate Risk
4974,Mid Market,Month to Month,South,50,128.33,0,1,68.36,5.7,33,5,0.35000000000000003,1,1539.96,6416.5,1539.96,0,1,0,0,0,1,Moderate Risk
4975,Small Business,Month to Month,West,49,206.74,2,0,74.5,8.1,76,0,0.32,0,2480.88,10130.26,0,0,0,1,0,0,1,Moderate Risk
4976,Small Business,Two Year,Northeast,58,238.07,2,1,45.99,8.4,12,0,0.02,0,2856.84,13808.06,0,0,0,0,0,0,0,Low Risk
4977,Mid Market,Month to Month,Northeast,23,107.49,2,1,100,8.3,43,0,0.26,1,1289.88,2472.27,1289.88,0,0,0,0,0,0,Moderate Risk
4978,Consumer,Month to Month,West,56,231.41,1,1,77.31,7.3,85,0,0.32,0,2776.92,12958.96,0,0,0,1,0,0,1,Moderate Risk
4979,Enterprise,Annual,Midwest,63,142.03,0,2,72.68,10,12,0,0.020000000000000004,0,1704.36,8947.89,0,0,0,0,0,0,0,Low Risk
4980,Consumer,Month to Month,Midwest,55,88.73,1,1,78.95,7.7,85,15,0.32,0,1064.76,4880.15,0,0,0,1,0,0,1,Moderate Risk
4981,Small Business,Annual,West,51,135.87,3,1,63.91,9.7,20,5,0.020000000000000004,0,1630.44,6929.37,0,0,0,0,0,0,0,Low Risk
4982,Mid Market,Month to Month,Midwest,44,87.85,5,0,71.89,8.1,78,0,0.42,0,1054.2,3865.4,0,0,0,1,1,0,2,High Risk
4983,Enterprise,Annual,South,48,244.44,6,2,43.59,6.3,48,5,0.39999999999999997,0,2933.28,11733.12,0,1,0,1,1,0,3,Moderate Risk
4984,Enterprise,Month to Month,West,52,185.74,3,2,83.49,7.7,71,0,0.32,0,2228.88,9658.48,0,0,0,1,0,0,1,Moderate Risk
4985,Small Business,Two Year,South,35,174.17,2,0,68.45,9.1,96,0,0.12000000000000001,0,2090.04,6095.95,0,0,0,1,0,0,1,Low Risk
4986,Mid Market,Annual,South,1,156.37,1,0,46.42,8.8,68,5,0.32,0,1876.44,156.37,0,0,0,1,0,0,1,Moderate Risk
4987,Enterprise,Month to Month,Northeast,7,254.93,2,1,85.78,8.4,27,0,0.38,0,3059.16,1784.51,0,0,0,0,0,0,0,Moderate Risk
4988,Small Business,Month to Month,Northeast,47,193.46,1,3,82.39,5.8,109,5,0.55,1,2321.52,9092.62,2321.52,0,1,1,0,1,3,High Risk
4989,Small Business,Annual,Midwest,16,92.5,3,0,87.2,5.3,40,0,0.22999999999999998,0,1110,1480,0,0,1,0,0,0,1,Moderate Risk
4990,Mid Market,Annual,South,64,239.7,1,0,76.02,9.7,120,0,0.14,1,2876.4,15340.8,2876.4,0,0,1,0,0,1,Low Risk
4991,Mid Market,Month to Month,South,4,195.67,2,2,64.75,4.1,107,0,0.65,0,2348.04,782.68,0,0,1,1,0,0,2,Critical Risk
4992,Mid Market,Two Year,West,2,170.43,2,3,66.44,7.8,111,5,0.32,1,2045.16,340.86,2045.16,0,0,1,0,1,2,Moderate Risk
4993,Small Business,Annual,West,39,179.43,2,1,50.92,3.6,93,0,0.29,0,2153.16,6997.77,0,0,1,1,0,0,2,Moderate Risk
4994,Small Business,Annual,South,18,200.06,2,0,84,9.4,94,0,0.2,0,2400.72,3601.08,0,0,0,1,0,0,1,Moderate Risk
4995,Enterprise,Month to Month,South,42,130.63,1,3,100,5.6,31,0,0.43,1,1567.56,5486.46,1567.56,0,1,0,0,1,2,High Risk
4996,Mid Market,Annual,West,23,264.05,1,1,52.52,5.1,45,10,0.22999999999999998,0,3168.6,6073.15,0,0,1,0,0,0,1,Moderate Risk
4997,Mid Market,Month to Month,South,2,250.6,1,2,65.77,5.6,21,5,0.53,0,3007.2,501.2,0,0,1,0,0,0,1,High Risk
4998,Consumer,Month to Month,South,61,94.2,4,0,86.69,7.6,25,5,0.3,1,1130.4,5746.2,1130.4,0,0,0,1,0,1,Moderate Risk
4999,Enterprise,Two Year,West,12,303.99,4,0,90.41,9.4,72,0,0.21999999999999997,0,3647.88,3647.88,0,0,0,1,1,0,2,Moderate Risk
5000,Small Business,Month to Month,South,43,256.34,3,1,61.91,7.1,73,5,0.32,1,3076.08,11022.62,3076.08,0,0,1,0,0,1,Moderate Risk
5001,Enterprise,Annual,West,30,215.39,3,1,71.02,7.3,40,15,0.08,0,2584.68,6461.7,0,0,0,0,0,0,0,Low Risk
5002,Mid Market,Annual,South,24,150.52,5,1,76.18,10,70,20,0.3,0,1806.24,3612.48,0,0,0,1,1,0,2,Moderate Risk
5003,Mid Market,Month to Month,South,14,271.57,4,2,70.53,6.8,114,0,0.48,0,3258.84,3801.98,0,0,0,1,1,0,2,High Risk
5004,Enterprise,Month to Month,West,58,213.36,3,1,52.62,4.8,63,0,0.47000000000000003,1,2560.32,12374.88,2560.32,0,1,1,0,0,2,High Risk
5005,Mid Market,Month to Month,Northeast,30,284.44,1,0,42.24,6.7,85,25,0.54,1,3413.28,8533.2,3413.28,1,0,1,0,0,2,High Risk
5006,Small Business,Month to Month,Midwest,18,111.41,1,1,55.9,6.7,42,0,0.26,0,1336.92,2005.38,0,0,0,0,0,0,0,Moderate Risk
5007,Enterprise,Annual,West,11,93.47,2,1,91.14,5.6,31,0,0.35,0,1121.64,1028.17,0,0,1,0,0,0,1,Moderate Risk
5008,Consumer,Month to Month,West,10,218.78,0,1,71.37,5,1,0,0.53,0,2625.36,2187.8,0,0,1,0,0,0,1,High Risk
5009,Enterprise,Two Year,South,12,50.5,3,0,67.9,7.5,51,0,0.12000000000000001,0,606,606,0,0,0,1,0,0,1,Low Risk
5010,Small Business,Month to Month,South,43,135.92,2,0,57.15,6.1,97,0,0.32,0,1631.04,5844.56,0,0,0,1,0,0,1,Moderate Risk
5011,Mid Market,Month to Month,Northeast,43,178.82,1,1,67.86,8.5,94,5,0.32,1,2145.84,7689.26,2145.84,0,0,1,0,0,1,Moderate Risk
5012,Small Business,Month to Month,Midwest,6,117.91,2,2,88.23,6.6,34,5,0.38,0,1414.92,707.46,0,0,0,0,0,0,0,Moderate Risk
5013,Enterprise,Month to Month,West,48,150.89,1,1,72.08,5.5,112,0,0.47000000000000003,1,1810.68,7242.72,1810.68,0,1,1,0,0,2,High Risk
5014,Small Business,Month to Month,West,53,249.36,3,0,100,6.4,113,0,0.32,0,2992.32,13216.08,0,0,0,1,0,0,1,Moderate Risk
5015,Enterprise,Annual,Midwest,64,202.54,1,0,76.85,7.6,108,10,0.14,0,2430.48,12962.56,0,0,0,1,0,0,1,Low Risk
5016,Small Business,Annual,Northeast,40,258.81,3,0,85.1,6,23,0,0.020000000000000004,0,3105.72,10352.4,0,0,0,0,0,0,0,Low Risk
5017,Enterprise,Two Year,Midwest,68,238.43,3,0,73.81,5.8,88,0,0.20999999999999996,0,2861.16,16213.24,0,0,1,1,0,0,2,Moderate Risk
5018,Small Business,Month to Month,West,33,226.01,2,3,81.26,7.8,75,10,0.46,0,2712.12,7458.33,0,0,0,1,0,1,2,High Risk
5019,Consumer,Month to Month,South,47,352.27,3,0,37.06,9.2,60,5,0.48000000000000004,1,4227.24,16556.69,4227.24,1,0,1,0,0,2,High Risk
5020,Small Business,Month to Month,Northeast,56,197.08,1,4,80.91,7.4,60,5,0.4,1,2364.96,11036.48,2364.96,0,0,1,0,1,2,High Risk
5021,Small Business,Month to Month,Northeast,10,347.69,2,1,74.93,5.3,32,0,0.53,0,4172.28,3476.9,0,0,1,0,0,0,1,High Risk
5022,Small Business,Month to Month,Northeast,47,141.39,3,0,68.19,7.8,44,0,0.2,0,1696.68,6645.33,0,0,0,0,0,0,0,Moderate Risk
5023,Mid Market,Month to Month,West,59,113.6,2,1,71.54,7.2,40,0,0.2,1,1363.2,6702.4,1363.2,0,0,0,0,0,0,Moderate Risk
5024,Consumer,Month to Month,Midwest,3,261.16,3,0,84.15,5.2,57,0,0.65,1,3133.92,783.48,3133.92,0,1,1,0,0,2,Critical Risk
5025,Mid Market,Annual,South,72,172.64,2,0,57.69,6.4,112,10,0.14,0,2071.68,12430.08,0,0,0,1,0,0,1,Low Risk
5026,Mid Market,Month to Month,South,67,170.83,1,0,63.69,7.2,49,0,0.32,0,2049.96,11445.61,0,0,0,1,0,0,1,Moderate Risk
5027,Small Business,Two Year,West,15,220.97,1,1,76.33,5.7,14,0,0.14999999999999997,0,2651.64,3314.55,0,0,1,0,0,0,1,Low Risk
5028,Consumer,Annual,Northeast,28,178.43,1,0,68.33,8.3,85,10,0.2,0,2141.16,4996.04,0,0,0,1,0,0,1,Moderate Risk
5029,Small Business,Month to Month,West,50,133.01,2,2,70.72,9.2,26,5,0.2,0,1596.12,6650.5,0,0,0,0,0,0,0,Moderate Risk
5030,Small Business,Annual,Midwest,54,84.25,4,2,71.35,5.6,120,5,0.38999999999999996,0,1011,4549.5,0,0,1,1,1,0,3,Moderate Risk
5031,Enterprise,Annual,West,48,261.07,4,1,76.33,9.3,58,0,0.24,0,3132.84,12531.36,0,0,0,1,1,0,2,Moderate Risk
5032,Mid Market,Month to Month,South,34,185.88,1,1,73.71,1.7,87,10,0.53,1,2230.56,6319.92,2230.56,0,1,1,0,0,2,High Risk
5033,Mid Market,Annual,South,50,172.28,3,0,23.21,5,50,20,0.45,1,2067.36,8614,2067.36,1,1,1,0,0,3,High Risk
5034,Small Business,Month to Month,South,9,150.51,1,3,72.38,7.5,28,5,0.46,1,1806.12,1354.59,1806.12,0,0,0,0,1,1,High Risk
5035,Mid Market,Annual,Midwest,4,222.4,2,1,75.15,6.5,21,0,0.2,0,2668.8,889.6,0,0,0,0,0,0,0,Moderate Risk
5036,Consumer,Month to Month,West,71,120.22,4,1,83.82,7.9,29,20,0.3,1,1442.64,8535.62,1442.64,0,0,0,1,0,1,Moderate Risk
5037,Enterprise,Annual,West,23,206.93,0,0,99.33,6.5,62,0,0.2,0,2483.16,4759.39,0,0,0,1,0,0,1,Moderate Risk
5038,Small Business,Month to Month,South,21,189.33,1,2,76.57,4.6,28,0,0.41000000000000003,0,2271.96,3975.93,0,0,1,0,0,0,1,High Risk
5039,Consumer,Annual,West,66,219.23,5,2,54.95,7.2,7,0,0.12,0,2630.76,14469.18,0,0,0,0,1,0,1,Low Risk
5040,Enterprise,Month to Month,Northeast,45,220.3,1,3,89.55,5.1,64,15,0.55,1,2643.6,9913.5,2643.6,0,1,1,0,1,3,High Risk
5041,Consumer,Month to Month,South,22,254.19,6,1,84.77,6.5,1,15,0.36,0,3050.28,5592.18,0,0,0,0,1,0,1,Moderate Risk
5042,Enterprise,Month to Month,Midwest,65,197.64,3,2,85.03,7.2,32,10,0.2,0,2371.68,12846.6,0,0,0,0,0,0,0,Moderate Risk
5043,Enterprise,Two Year,West,72,167.46,0,2,90.23,10,5,0,0.02,0,2009.52,12057.12,0,0,0,0,0,0,0,Low Risk
5044,Mid Market,Annual,Midwest,37,195.48,1,1,58.33,7.7,68,0,0.14,0,2345.76,7232.76,0,0,0,1,0,0,1,Low Risk
5045,Consumer,Annual,Midwest,53,179.31,2,1,70.62,5,35,5,0.16999999999999998,0,2151.72,9503.43,0,0,1,0,0,0,1,Low Risk
5046,Small Business,Month to Month,Midwest,16,179.34,3,0,67.12,4.1,103,15,0.53,1,2152.08,2869.44,2152.08,0,1,1,0,0,2,High Risk
5047,Consumer,Two Year,South,39,217.61,1,0,78.32,7.8,93,10,0.06000000000000001,0,2611.32,8486.79,0,0,0,1,0,0,1,Low Risk
5048,Enterprise,Annual,South,13,166.02,2,2,68.19,5.5,4,0,0.22999999999999998,0,1992.24,2158.26,0,0,1,0,0,0,1,Moderate Risk
5049,Mid Market,Two Year,South,43,192.46,2,0,69.74,8.7,33,5,0.02,0,2309.52,8275.78,0,0,0,0,0,0,0,Low Risk
5050,Enterprise,Annual,West,22,315.06,0,1,62.24,7.3,13,5,0.08,0,3780.72,6931.32,0,0,0,0,0,0,0,Low Risk
5051,Mid Market,Month to Month,Midwest,27,218.28,2,3,55.19,7.6,89,0,0.46,0,2619.36,5893.56,0,0,0,1,0,1,2,High Risk
5052,Small Business,Annual,West,30,133.17,3,0,73.03,8.7,109,5,0.2,0,1598.04,3995.1,0,0,0,1,0,0,1,Moderate Risk
5053,Consumer,Two Year,West,43,124.97,5,0,83.58,5.4,30,0,0.18999999999999995,0,1499.64,5373.71,0,0,1,0,1,0,2,Low Risk
5054,Mid Market,Month to Month,West,42,91.01,3,2,30.21,4.8,18,5,0.51,1,1092.12,3822.42,1092.12,1,1,0,0,0,2,High Risk
5055,Small Business,Annual,West,35,169.58,0,1,70.7,3.7,22,20,0.22999999999999998,1,2034.96,5935.3,2034.96,0,1,0,0,0,1,Moderate Risk
5056,Small Business,Month to Month,Northeast,49,158.95,4,1,56.91,9.4,117,0,0.42,1,1907.4,7788.55,1907.4,0,0,1,1,0,2,High Risk
5057,Mid Market,Month to Month,West,43,158.47,1,2,49.09,8,59,15,0.32,1,1901.64,6814.21,1901.64,0,0,1,0,0,1,Moderate Risk
5058,Enterprise,Month to Month,Northeast,71,221.63,3,2,50.98,9.6,48,10,0.32,1,2659.56,15735.73,2659.56,0,0,1,0,0,1,Moderate Risk
5059,Mid Market,Annual,South,26,250.15,2,1,56.65,10,18,5,0.08,0,3001.8,6503.9,0,0,0,0,0,0,0,Low Risk
5060,Mid Market,Month to Month,Northeast,6,188.42,3,2,78.13,8.4,17,0,0.38,0,2261.04,1130.52,0,0,0,0,0,0,0,Moderate Risk
5061,Small Business,Annual,Northeast,21,199.94,5,0,70.72,7.7,6,10,0.18,0,2399.28,4198.74,0,0,0,0,1,0,1,Low Risk
5062,Small Business,Annual,South,32,181.28,2,0,63.67,6.4,17,5,0.08,0,2175.36,5800.96,0,0,0,0,0,0,0,Low Risk
5063,Mid Market,Month to Month,South,52,234.23,0,1,75.62,8.8,109,0,0.32,1,2810.76,12179.96,2810.76,0,0,1,0,0,1,Moderate Risk
5064,Enterprise,Month to Month,West,16,238.4,2,1,83.51,10,58,15,0.38,1,2860.8,3814.4,2860.8,0,0,1,0,0,1,Moderate Risk
5065,Mid Market,Month to Month,West,35,186.5,1,1,91.26,5.7,20,25,0.41000000000000003,0,2238,6527.5,0,0,1,0,0,0,1,High Risk
5066,Small Business,Month to Month,South,49,176.15,1,2,64.48,7.6,116,0,0.32,0,2113.8,8631.35,0,0,0,1,0,0,1,Moderate Risk
5067,Small Business,Annual,South,22,38.6,1,1,73.18,7.8,50,0,0.2,0,463.2,849.2,0,0,0,1,0,0,1,Moderate Risk
5068,Enterprise,Month to Month,Midwest,14,150.59,0,1,92.06,8.2,1,15,0.26,0,1807.08,2108.26,0,0,0,0,0,0,0,Moderate Risk
5069,Mid Market,Month to Month,South,65,25,2,2,62.73,7.7,53,10,0.32,0,300,1625,0,0,0,1,0,0,1,Moderate Risk
5070,Small Business,Two Year,West,45,241.66,3,0,97.05,4.3,11,0,0.08999999999999997,0,2899.92,10874.7,0,0,1,0,0,0,1,Low Risk
5071,Mid Market,Month to Month,Midwest,72,159.26,2,1,42.79,9.7,84,5,0.48000000000000004,0,1911.12,11466.72,0,1,0,1,0,0,2,High Risk
5072,Small Business,Annual,Northeast,20,162.76,3,3,76.33,6.3,25,15,0.16,0,1953.12,3255.2,0,0,0,0,0,1,1,Low Risk
5073,Enterprise,Two Year,Northeast,64,48.42,1,0,57.62,2.7,114,10,0.20999999999999996,0,581.04,3098.88,0,0,1,1,0,0,2,Moderate Risk
5074,Small Business,Annual,Northeast,68,159.25,3,1,63.35,5.9,104,0,0.29,0,1911,10829,0,0,1,1,0,0,2,Moderate Risk
5075,Enterprise,Month to Month,Northeast,45,174.24,2,2,33.29,4.2,75,5,0.6300000000000001,1,2090.88,7840.8,2090.88,1,1,1,0,0,3,Critical Risk
5076,Enterprise,Annual,Northeast,26,154.5,3,1,81.38,6.9,32,0,0.08,0,1854,4017,0,0,0,0,0,0,0,Low Risk
5077,Consumer,Month to Month,Midwest,49,163.11,2,0,88.19,7.6,95,10,0.32,1,1957.32,7992.39,1957.32,0,0,1,0,0,1,Moderate Risk
5078,Mid Market,Month to Month,West,36,206.17,1,1,80.72,7.1,44,0,0.26,0,2474.04,7422.12,0,0,0,0,0,0,0,Moderate Risk
5079,Small Business,Annual,South,2,198,0,0,60.11,5.7,40,0,0.35,0,2376,396,0,0,1,0,0,0,1,Moderate Risk
5080,Enterprise,Month to Month,Northeast,61,237.23,1,0,71.3,7.3,1,10,0.2,0,2846.76,14471.03,0,0,0,0,0,0,0,Moderate Risk
5081,Mid Market,Annual,Midwest,63,168.58,1,0,83.45,5.1,51,5,0.29,0,2022.96,10620.54,0,0,1,1,0,0,2,Moderate Risk
5082,Small Business,Month to Month,Midwest,3,206.64,2,0,90.38,8.4,31,15,0.38,1,2479.68,619.92,2479.68,0,0,0,0,0,0,Moderate Risk
5083,Small Business,Month to Month,South,11,103.15,6,3,45.97,5.1,100,10,0.83,1,1237.8,1134.65,1237.8,0,1,1,1,1,4,Critical Risk
5084,Small Business,Month to Month,Midwest,55,100.53,2,1,62.79,7.1,18,0,0.2,0,1206.36,5529.15,0,0,0,0,0,0,0,Moderate Risk
5085,Mid Market,Month to Month,Northeast,40,78.42,3,1,49.68,6.1,81,20,0.32,0,941.04,3136.8,0,0,0,1,0,0,1,Moderate Risk
5086,Mid Market,Month to Month,South,26,150.67,1,1,45.3,7.8,48,5,0.38,1,1808.04,3917.42,1808.04,0,0,1,0,0,1,Moderate Risk
5087,Mid Market,Month to Month,Northeast,19,243.67,3,0,32.85,6.3,3,15,0.42000000000000004,0,2924.04,4629.73,0,1,0,0,0,0,1,High Risk
5088,Mid Market,Two Year,South,32,377.69,1,1,69.24,8.8,117,0,0.12000000000000001,1,4532.28,12086.08,4532.28,0,0,1,0,0,1,Low Risk
5089,Small Business,Two Year,Midwest,62,260.84,1,1,65.86,7.5,60,10,0.06000000000000001,1,3130.08,16172.08,3130.08,0,0,1,0,0,1,Low Risk
5090,Consumer,Month to Month,Northeast,31,323.7,2,1,47.56,5.1,35,10,0.41000000000000003,0,3884.4,10034.7,0,0,1,0,0,0,1,High Risk
5091,Small Business,Month to Month,Midwest,35,199.81,1,0,24.9,7.2,112,15,0.54,1,2397.72,6993.35,2397.72,1,0,1,0,0,2,High Risk
5092,Mid Market,Two Year,South,36,138.72,3,1,66.58,5.6,30,0,0.14999999999999997,0,1664.64,4993.92,0,0,1,0,0,0,1,Low Risk
5093,Consumer,Month to Month,West,68,274.93,1,1,60.49,6.5,103,0,0.32,0,3299.16,18695.24,0,0,0,1,0,0,1,Moderate Risk
5094,Enterprise,Annual,Northeast,47,216.22,3,1,45.16,6.3,69,0,0.14,0,2594.64,10162.34,0,0,0,1,0,0,1,Low Risk
5095,Small Business,Annual,Northeast,57,213.96,5,0,60.81,6,11,15,0.12,0,2567.52,12195.72,0,0,0,0,1,0,1,Low Risk
5096,Small Business,Two Year,West,34,228.78,4,2,44.17,7.2,38,5,0.25999999999999995,1,2745.36,7778.52,2745.36,1,0,0,1,0,2,Moderate Risk
5097,Mid Market,Annual,South,14,188.16,4,1,78.99,7,82,10,0.3,1,2257.92,2634.24,2257.92,0,0,1,1,0,2,Moderate Risk
5098,Mid Market,Month to Month,Midwest,5,152.09,2,4,60.63,9.1,69,0,0.5800000000000001,0,1825.08,760.45,0,0,0,1,0,1,2,High Risk
5099,Small Business,Two Year,South,70,225.76,5,0,49.64,5.1,79,5,0.30999999999999994,0,2709.12,15803.2,0,0,1,1,1,0,3,Moderate Risk
5100,Consumer,Annual,South,50,213.17,0,2,61.97,6,88,10,0.14,0,2558.04,10658.5,0,0,0,1,0,0,1,Low Risk
5101,Consumer,Two Year,South,37,261.06,0,0,68.04,6.5,49,0,0.06000000000000001,0,3132.72,9659.22,0,0,0,1,0,0,1,Low Risk
5102,Small Business,Two Year,Midwest,43,157.14,2,0,63.58,6,44,0,0.02,0,1885.68,6757.02,0,0,0,0,0,0,0,Low Risk
