applicant_id,age,annual_income,credit_score,loan_amount,employment_length_years,existing_debt,number_of_open_accounts,missed_payments_last_12_months,credit_utilization,loan_purpose,home_ownership,debt_to_income_ratio,loan_to_income_ratio,credit_score_band,income_band,default_probability,defaulted,loan_value_at_risk,dti_risk_flag,utilization_risk_flag,missed_payment_risk_flag,low_credit_score_flag,high_loan_to_income_flag,total_risk_flags,risk_band,approval_recommendation
10736,56,158213.35,616,14582.24,7,16030.64,13,0,0.03,Auto,Mortgage,0.101,0.092,Fair,120K Plus,0.18000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10737,61,154803.34,718,39764.26,26,0,7,1,0.495,Debt Consolidation,Mortgage,0,0.257,Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10738,39,65682.37,592,13961.04,5,21590.42,1,2,0.238,Small Business,Mortgage,0.329,0.213,Fair,40K to 75K,0.41000000000000003,0,0,0,0,1,1,0,2,High Risk,High Risk Review
10739,60,40610.75,678,24735.53,25,5530.11,17,0,0.536,Debt Consolidation,Mortgage,0.136,0.609,Good,40K to 75K,0.1,0,0,0,0,0,0,1,1,Low Risk,Approve
10740,22,68123.91,606,22293.6,18,25911.36,2,0,0.415,Home Improvement,Mortgage,0.38,0.327,Fair,40K to 75K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
10741,22,97309.41,651,5798.44,15,6561.22,9,0,0.229,Home Improvement,Own,0.067,0.06,Fair,75K to 120K,0.11000000000000001,0,0,0,0,0,1,0,1,Low Risk,Approve
10742,57,41795.14,676,18886.91,10,18733.21,18,2,0.372,Debt Consolidation,Rent,0.448,0.452,Good,40K to 75K,0.31000000000000005,0,0,0,0,1,0,1,2,High Risk,High Risk Review
10743,42,112226.03,682,33650.19,10,20148.62,9,0,0.557,Medical,Rent,0.18,0.3,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
10744,67,49637.48,676,36199.12,2,1296.13,18,1,0.527,Debt Consolidation,Own,0.026,0.729,Good,40K to 75K,0.11000000000000001,0,0,0,0,0,0,1,1,Low Risk,Approve
10745,47,94012.19,623,27832.34,6,19713.36,4,0,0.565,Personal,Own,0.21,0.296,Fair,75K to 120K,0.15000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10746,22,122640.36,673,12026.89,16,57391.54,15,1,0.254,Debt Consolidation,Rent,0.468,0.098,Good,120K Plus,0.19000000000000003,0,0,1,0,0,0,0,1,Moderate Risk,Approve with Review
10747,56,89544.75,753,1000,12,35463.74,18,0,0.314,Debt Consolidation,Own,0.396,0.011,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10748,58,50257.27,731,37580.1,13,470.19,14,1,0.446,Medical,Mortgage,0.009,0.748,Good,40K to 75K,0.1,0,0,0,0,0,0,1,1,Low Risk,Approve
10749,46,50422.87,706,24310.28,12,27848.57,14,0,0.225,Personal,Mortgage,0.552,0.482,Good,40K to 75K,0.24000000000000002,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
10750,50,18000,657,2782.95,1,13156.1,6,0,0.227,Auto,Rent,0.731,0.155,Fair,Under 40K,0.45000000000000007,1,2782.95,1,0,0,1,0,2,High Risk,High Risk Review
10751,63,44180.45,768,26705.54,5,16979.77,17,0,0.623,Home Improvement,Mortgage,0.384,0.604,Very Good,40K to 75K,0.06000000000000001,0,0,0,0,0,0,1,1,Low Risk,Approve
10752,60,117683.26,692,27320.83,18,11907.19,7,0,0.556,Medical,Rent,0.101,0.232,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
10753,40,38781.5,660,26684.38,0,20732.17,1,1,0.279,Personal,Rent,0.535,0.688,Fair,Under 40K,0.55,0,0,1,0,0,1,1,3,Critical Risk,Decline or Require Strong Mitigation
10754,41,80266.78,645,30418.49,24,12627.68,15,2,0.291,Debt Consolidation,Mortgage,0.157,0.379,Fair,75K to 120K,0.30000000000000004,0,0,0,0,1,1,0,2,High Risk,High Risk Review
10755,58,35960.05,744,12568.28,13,21185.3,11,0,0.504,Debt Consolidation,Mortgage,0.589,0.35,Very Good,Under 40K,0.06000000000000002,0,0,1,0,0,0,0,1,Low Risk,Approve
10756,31,92007.76,597,4235.97,13,0,6,1,0.526,Home Improvement,Mortgage,0,0.046,Fair,75K to 120K,0.14,1,4235.97,0,0,0,1,0,1,Low Risk,Approve
10757,67,92710.26,624,14763.51,29,30042.74,1,0,0.518,Debt Consolidation,Rent,0.324,0.159,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10758,69,139734.23,599,29642.54,13,5633.03,16,4,0.322,Medical,Mortgage,0.04,0.212,Fair,120K Plus,0.30000000000000004,0,0,0,0,1,1,0,2,High Risk,High Risk Review
10759,49,134092.49,750,1000,10,18304.74,14,0,0.751,Debt Consolidation,Rent,0.137,0.007,Very Good,120K Plus,0.09,0,0,0,1,0,0,0,1,Low Risk,Approve
10760,50,79186.75,699,56399.92,3,20635.24,4,0,0.638,Debt Consolidation,Rent,0.261,0.712,Good,75K to 120K,0.19,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
10761,21,32205.54,702,26421.87,6,262.33,1,0,0.55,Debt Consolidation,Mortgage,0.008,0.82,Good,Under 40K,0.14,0,0,0,0,0,0,1,1,Low Risk,Approve
10762,42,54133.98,580,22612.28,5,3482.38,1,0,0.593,Debt Consolidation,Rent,0.064,0.418,Fair,40K to 75K,0.33,1,22612.28,0,0,0,1,1,2,High Risk,High Risk Review
10763,51,77280.17,655,33096.86,7,20028.42,13,0,0.186,Debt Consolidation,Own,0.259,0.428,Fair,75K to 120K,0.25,0,0,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
10764,27,84398.8,756,45518.93,11,3537.96,8,0,0.706,Home Improvement,Mortgage,0.042,0.539,Very Good,75K to 120K,0.13999999999999999,0,0,0,1,0,0,1,2,Low Risk,Approve
10765,54,19470.47,789,18810.34,16,17985.81,10,0,0.14,Debt Consolidation,Rent,0.924,0.966,Very Good,Under 40K,0.21,1,18810.34,1,0,0,0,1,2,Moderate Risk,Approve with Review
10766,30,80213.49,624,4304.12,2,0,10,1,0.462,Home Improvement,Mortgage,0,0.054,Fair,75K to 120K,0.18000000000000002,1,4304.12,0,0,0,1,0,1,Moderate Risk,Approve with Review
10767,41,72684.9,643,43844.58,13,20077.48,8,1,0.94,Debt Consolidation,Rent,0.276,0.603,Fair,40K to 75K,0.41000000000000003,0,0,0,1,0,1,1,3,High Risk,High Risk Review
10768,26,94996.33,708,15741.44,3,44499.54,12,0,0.355,Debt Consolidation,Rent,0.468,0.166,Good,75K to 120K,0.23000000000000004,0,0,1,0,0,0,0,1,Moderate Risk,Approve with Review
10769,24,140329.62,528,47050.64,0,30257.67,5,0,0.634,Debt Consolidation,Rent,0.216,0.335,Poor,120K Plus,0.45,0,0,0,0,0,1,0,1,High Risk,High Risk Review
10770,56,92051.88,650,51477.02,26,14686.43,9,0,0.621,Small Business,Rent,0.16,0.559,Fair,75K to 120K,0.36000000000000004,1,51477.02,0,0,0,1,1,2,High Risk,High Risk Review
10771,26,152816.61,769,4944.33,20,29770.16,13,1,0.735,Debt Consolidation,Mortgage,0.195,0.032,Very Good,120K Plus,0.04,0,0,0,1,0,0,0,1,Low Risk,Approve
10772,34,117857.42,763,32233.11,6,14870.43,4,1,0.253,Auto,Mortgage,0.126,0.273,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10773,35,87117.86,675,28751.73,10,4999.73,2,1,0.334,Home Improvement,Mortgage,0.057,0.33,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10774,41,85919.33,608,14273.9,12,36750.2,12,1,0.752,Small Business,Mortgage,0.428,0.166,Fair,75K to 120K,0.33000000000000007,0,0,0,1,0,1,0,2,High Risk,High Risk Review
10775,21,119421.45,706,32330.06,22,18753.17,13,0,0.236,Medical,Rent,0.157,0.271,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
10776,53,110142.33,743,12143.3,13,13960.69,8,1,0.531,Debt Consolidation,Rent,0.127,0.11,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10777,65,64096.93,580,27612.6,28,24651.26,18,1,0.217,Auto,Rent,0.385,0.431,Fair,40K to 75K,0.29000000000000004,0,0,0,0,0,1,1,2,Moderate Risk,Approve with Review
10778,61,23310.25,552,29994.29,26,24221.44,8,1,0.388,Auto,Rent,1.039,1.287,Poor,Under 40K,0.5700000000000001,1,29994.29,1,0,0,1,1,3,Critical Risk,Decline or Require Strong Mitigation
10779,32,64255.51,826,4715.28,12,34914.05,14,0,0.147,Home Improvement,Mortgage,0.543,0.073,Excellent,40K to 75K,0.06000000000000002,0,0,1,0,0,0,0,1,Low Risk,Approve
10780,44,42046.52,687,4792.61,14,40766.51,6,0,0.899,Debt Consolidation,Mortgage,0.97,0.114,Good,40K to 75K,0.26000000000000006,1,4792.61,1,1,0,0,0,2,Moderate Risk,Approve with Review
10781,42,77142.97,688,4880.98,26,3338.09,16,0,0.257,Auto,Mortgage,0.043,0.063,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10782,64,102399.63,545,17397.97,16,18886.89,18,1,0.28,Home Improvement,Rent,0.184,0.17,Poor,75K to 120K,0.33,0,0,0,0,0,1,0,1,High Risk,High Risk Review
10783,53,81848.56,555,32466.84,24,58336.98,13,0,0.621,Home Improvement,Mortgage,0.713,0.397,Poor,75K to 120K,0.42000000000000004,0,0,1,0,0,1,0,2,High Risk,High Risk Review
10784,45,101350.63,714,21241.64,1,3387.11,8,2,0.361,Debt Consolidation,Rent,0.033,0.21,Good,75K to 120K,0.33,1,21241.64,0,0,1,0,0,1,High Risk,High Risk Review
10785,59,42906.47,694,43188.69,30,3879.18,8,0,0.475,Small Business,Mortgage,0.09,1.007,Good,40K to 75K,0.17,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
10786,28,48743.13,626,18414.2,16,28463.34,10,2,0.769,Auto,Rent,0.584,0.378,Fair,40K to 75K,0.6100000000000001,0,0,1,1,1,1,0,4,Critical Risk,Decline or Require Strong Mitigation
10787,65,95498.6,634,6786.55,4,22461.47,12,1,0.362,Auto,Rent,0.235,0.071,Fair,75K to 120K,0.23000000000000004,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10788,62,104256.56,624,11733.18,23,19956.33,7,2,0.499,Auto,Mortgage,0.191,0.113,Fair,75K to 120K,0.30000000000000004,0,0,0,0,1,1,0,2,High Risk,High Risk Review
10789,38,33238.07,850,28381.41,3,9969.39,6,1,0.149,Medical,Rent,0.3,0.854,Excellent,Under 40K,0.11,0,0,0,0,0,0,1,1,Low Risk,Approve
10790,56,102700.16,594,12242.37,16,14381.32,14,0,0.212,Medical,Mortgage,0.14,0.119,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
10791,41,59190.36,620,26995.95,6,42758.36,7,0,0.696,Home Improvement,Mortgage,0.722,0.456,Fair,40K to 75K,0.42000000000000004,1,26995.95,1,0,0,1,1,3,High Risk,High Risk Review
10792,27,44811.04,593,31684.08,23,34507.36,2,0,0.553,Debt Consolidation,Rent,0.77,0.707,Fair,40K to 75K,0.43000000000000005,0,0,1,0,0,1,1,3,High Risk,High Risk Review
10793,40,106533.33,844,39303.06,23,0,11,0,0.466,Auto,Mortgage,0,0.369,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10794,56,49293,741,27095.29,23,38076.27,14,1,0.147,Home Improvement,Mortgage,0.772,0.55,Very Good,40K to 75K,0.16,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
10795,31,103002.74,690,9102.94,5,10286.32,9,0,0.362,Debt Consolidation,Mortgage,0.1,0.088,Good,75K to 120K,0.04,0,0,0,0,0,0,0,0,Low Risk,Approve
10796,30,70046,765,25368.43,7,13658.16,5,1,0,Small Business,Mortgage,0.195,0.362,Very Good,40K to 75K,0.030000000000000013,0,0,0,0,0,0,0,0,Low Risk,Approve
10797,35,115346.58,620,12248.3,26,21016.48,13,4,0.394,Home Improvement,Rent,0.182,0.106,Fair,75K to 120K,0.35000000000000003,1,12248.3,0,0,1,1,0,2,High Risk,High Risk Review
10798,41,25131.78,774,18982.41,24,6338.29,8,0,0.647,Debt Consolidation,Mortgage,0.252,0.755,Very Good,Under 40K,0.02000000000000001,0,0,0,0,0,0,1,1,Low Risk,Approve
10799,65,127611.62,615,16512.41,8,20712.7,7,0,0.942,Small Business,Rent,0.162,0.129,Fair,120K Plus,0.42000000000000004,1,16512.41,0,1,0,1,0,2,High Risk,High Risk Review
10800,64,116765.15,577,40166.91,22,13975.39,15,0,0.57,Small Business,Rent,0.12,0.344,Poor,75K to 120K,0.4,1,40166.91,0,0,0,1,0,1,High Risk,High Risk Review
10801,31,106514.84,559,37801,6,4169.57,4,3,0.303,Debt Consolidation,Mortgage,0.039,0.355,Poor,75K to 120K,0.48,1,37801,0,0,1,1,0,2,High Risk,High Risk Review
10802,63,18000,562,12284.33,21,44358.09,8,1,0.156,Debt Consolidation,Rent,2.464,0.682,Poor,Under 40K,0.5700000000000001,1,12284.33,1,0,0,1,1,3,Critical Risk,Decline or Require Strong Mitigation
10803,29,136370.7,705,5846.41,25,13979.89,11,1,0.335,Home Improvement,Mortgage,0.103,0.043,Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10804,52,120719.3,710,25789.74,27,36930.18,6,0,0.651,Personal,Rent,0.306,0.214,Good,120K Plus,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
10805,60,139342.24,637,38312.26,6,11941.77,7,2,0.302,Auto,Rent,0.086,0.275,Fair,120K Plus,0.39,0,0,0,0,1,1,0,2,High Risk,High Risk Review
10806,44,68271.31,682,34581.82,7,12815.22,14,1,0.938,Home Improvement,Rent,0.188,0.507,Good,40K to 75K,0.31,0,0,0,1,0,0,1,2,High Risk,High Risk Review
10807,39,73301.15,576,45116.34,16,4572.06,18,5,0.406,Small Business,Mortgage,0.062,0.615,Poor,40K to 75K,0.6100000000000001,0,0,0,0,1,1,1,3,Critical Risk,Decline or Require Strong Mitigation
10808,29,68711.5,686,39880.76,21,33410.7,1,2,0.472,Home Improvement,Rent,0.486,0.58,Good,40K to 75K,0.45000000000000007,0,0,1,0,1,0,1,3,High Risk,High Risk Review
10809,71,49828.75,585,11296.75,20,16664.73,16,1,0,Debt Consolidation,Own,0.334,0.227,Fair,40K to 75K,0.11000000000000001,0,0,0,0,0,1,0,1,Low Risk,Approve
10810,47,111729.74,714,52206.73,29,25733.7,18,2,0.695,Small Business,Own,0.23,0.467,Good,75K to 120K,0.30000000000000004,0,0,0,0,1,0,1,2,High Risk,High Risk Review
10811,37,70554.23,649,16655.98,17,61134.2,12,0,0.25,Home Improvement,Own,0.866,0.236,Fair,40K to 75K,0.2500000000000001,0,0,1,0,0,1,0,2,Moderate Risk,Approve with Review
10812,61,38121.96,648,14217.21,6,9896.11,18,0,0.65,Debt Consolidation,Own,0.26,0.373,Fair,Under 40K,0.15000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10813,29,68100.27,673,26844.34,6,0,8,1,0.404,Debt Consolidation,Mortgage,0,0.394,Good,40K to 75K,0.04,1,26844.34,0,0,0,0,0,0,Low Risk,Approve
10814,38,81404.09,595,28911.95,6,0,9,0,0.735,Medical,Mortgage,0,0.355,Fair,75K to 120K,0.30000000000000004,0,0,0,1,0,1,0,2,High Risk,High Risk Review
10815,32,96086.97,633,35751.54,22,8590.94,2,1,0.428,Home Improvement,Rent,0.089,0.372,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Manual Underwriting Review
10816,31,81939.3,723,1157.66,13,25139.37,3,0,0.501,Auto,Rent,0.307,0.014,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
10817,25,149034.86,739,28878.08,21,28679.9,16,1,0.506,Small Business,Rent,0.192,0.194,Good,120K Plus,0.12000000000000002,0,0,0,0,0,0,0,0,Low Risk,Approve
10818,58,101356.13,621,33832.24,0,31520.33,14,1,0.603,Debt Consolidation,Mortgage,0.311,0.334,Fair,75K to 120K,0.26,0,0,0,0,0,1,0,1,Moderate Risk,Manual Underwriting Review
10819,48,107963.07,662,55393.34,30,0,17,0,0.711,Personal,Rent,0,0.513,Fair,75K to 120K,0.41000000000000003,1,55393.34,0,1,0,1,1,3,High Risk,High Risk Review
10820,39,83428.22,702,16146.21,3,16040.98,2,0,0.253,Small Business,Rent,0.192,0.194,Good,75K to 120K,0.16000000000000003,0,0,0,0,0,0,0,0,Moderate Risk,Approve with Review
10821,72,79875.75,664,18055.62,14,16160.86,1,1,0.053,Home Improvement,Rent,0.202,0.226,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10822,46,103552.96,797,17343.95,0,12177.67,16,0,0.709,Small Business,Mortgage,0.118,0.167,Very Good,75K to 120K,0.22999999999999998,1,17343.95,0,1,0,0,0,1,Moderate Risk,Approve with Review
10823,23,134675.21,736,25836.93,19,20677.3,13,0,0.259,Debt Consolidation,Rent,0.154,0.192,Good,120K Plus,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
10824,72,50888.63,638,30827.67,8,19488.25,13,0,0.38,Auto,Rent,0.383,0.606,Fair,40K to 75K,0.33,0,0,0,0,0,1,1,2,High Risk,High Risk Review
10825,59,77723.92,646,22563.66,6,28072.86,1,0,0.42,Debt Consolidation,Mortgage,0.361,0.29,Fair,75K to 120K,0.18000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10826,41,102087.86,691,26234.71,10,17688.48,18,0,0.248,Medical,Mortgage,0.173,0.257,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10827,56,87986.09,622,35230.72,6,31425.37,15,0,0.368,Home Improvement,Mortgage,0.357,0.4,Fair,75K to 120K,0.18000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Manual Underwriting Review
10828,62,65726.67,658,26275.81,18,5800.6,14,0,0.479,Debt Consolidation,Rent,0.088,0.4,Fair,40K to 75K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10829,26,76266.62,640,25212.8,7,31608.37,6,1,0.177,Debt Consolidation,Rent,0.414,0.331,Fair,75K to 120K,0.23000000000000004,1,25212.8,0,0,0,1,0,1,Moderate Risk,Approve with Review
10830,53,72874.48,673,9717.44,6,0,6,0,0.138,Debt Consolidation,Rent,0,0.133,Good,40K to 75K,0.09,0,0,0,0,0,0,0,0,Low Risk,Approve
10831,72,18000,840,25203.68,24,42805.33,16,0,0.352,Home Improvement,Own,2.378,1.4,Excellent,Under 40K,0.13,0,0,1,0,0,0,1,2,Low Risk,Approve
10832,62,162869.5,628,5876.27,30,20481.37,17,1,0.67,Debt Consolidation,Own,0.126,0.036,Fair,120K Plus,0.11000000000000001,0,0,0,0,0,1,0,1,Low Risk,Approve
10833,50,93577.06,844,19151.86,14,13488.37,10,2,0.345,Auto,Mortgage,0.144,0.205,Excellent,75K to 120K,0.08000000000000002,0,0,0,0,1,0,0,1,Low Risk,Approve
10834,26,81942.98,752,26349.13,7,15415.34,9,1,0.501,Debt Consolidation,Rent,0.188,0.322,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10835,70,78033.31,621,26902.47,0,22130.56,1,0,0.416,Small Business,Rent,0.284,0.345,Fair,75K to 120K,0.38,0,0,0,0,0,1,0,1,High Risk,High Risk Review
10836,48,71067.52,644,14317.22,16,12162.45,7,1,0.352,Personal,Mortgage,0.171,0.201,Fair,40K to 75K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
10837,59,125003.57,725,13355.18,30,0,11,2,0.624,Debt Consolidation,Mortgage,0,0.107,Good,120K Plus,0.16,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
10838,62,131695.23,755,29279.56,28,8005.3,10,1,0.46,Debt Consolidation,Own,0.061,0.222,Very Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10839,70,82760.28,740,22846.23,4,36676.89,17,0,0.304,Debt Consolidation,Mortgage,0.443,0.276,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10840,55,51946.01,762,34823.88,2,29146.43,13,2,0.562,Small Business,Mortgage,0.561,0.67,Very Good,40K to 75K,0.43,0,0,1,0,1,0,1,3,High Risk,High Risk Review
10841,45,66953.87,722,27969.41,13,42831.35,15,0,0.224,Debt Consolidation,Mortgage,0.64,0.418,Good,40K to 75K,0.24000000000000002,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
10842,21,38176.8,700,15250.21,2,19471.87,12,2,0.803,Debt Consolidation,Mortgage,0.51,0.399,Good,Under 40K,0.46,1,15250.21,1,1,1,0,0,3,High Risk,High Risk Review
10843,70,36739.89,699,15335.54,3,18128.32,10,0,0.239,Debt Consolidation,Mortgage,0.493,0.417,Good,Under 40K,0.28,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
10844,51,91316.73,700,20432.01,17,27682.13,4,1,0.377,Debt Consolidation,Own,0.303,0.224,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10845,38,97041.51,630,29329.38,21,27149.86,1,1,0.399,Debt Consolidation,Rent,0.28,0.302,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10846,27,108830.03,641,24814.85,10,13950.46,2,1,0.275,Medical,Mortgage,0.128,0.228,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
10847,70,92959.34,503,14397.79,28,6577.32,11,2,0.64,Auto,Own,0.071,0.155,Poor,75K to 120K,0.41000000000000003,1,14397.79,0,0,1,1,0,2,High Risk,High Risk Review
10848,54,87583.23,816,32647.55,13,19609.89,5,1,0,Home Improvement,Mortgage,0.224,0.373,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10849,62,77038.66,703,3803.03,7,14110.1,6,2,0.398,Debt Consolidation,Rent,0.183,0.049,Good,75K to 120K,0.25,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
10850,64,38638.9,589,27982.29,23,1186.06,18,2,0.563,Medical,Rent,0.031,0.724,Fair,Under 40K,0.45000000000000007,0,0,0,0,1,1,1,3,High Risk,High Risk Review
10851,45,90908.5,577,16719.21,27,35232.92,3,1,0.507,Auto,Rent,0.388,0.184,Poor,75K to 120K,0.33,0,0,0,0,0,1,0,1,High Risk,High Risk Review
10852,50,36418.74,827,39972.53,18,23537.18,9,1,0.368,Medical,Rent,0.646,1.098,Excellent,Under 40K,0.21,1,39972.53,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
10853,66,82911.95,546,25918.91,9,26685.81,9,2,0.444,Home Improvement,Rent,0.322,0.313,Poor,75K to 120K,0.53,0,0,0,0,1,1,0,2,Critical Risk,Decline or Require Strong Mitigation
10854,21,57637.8,770,36333.96,29,29938.45,11,0,0.457,Personal,Mortgage,0.519,0.63,Very Good,40K to 75K,0.16,1,36333.96,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
10855,53,69400.32,618,42777.34,19,0,13,0,0.581,Debt Consolidation,Mortgage,0,0.616,Fair,40K to 75K,0.24000000000000002,0,0,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
10856,61,53766.56,706,26123.97,9,36942.43,5,1,0.225,Debt Consolidation,Own,0.687,0.486,Good,40K to 75K,0.25,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
10857,43,141586.55,737,27413.99,12,26560.23,2,1,0.546,Debt Consolidation,Rent,0.188,0.194,Good,120K Plus,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
10858,60,78588.48,586,41218.54,9,10916.69,17,1,0.794,Home Improvement,Own,0.139,0.524,Fair,75K to 120K,0.37,1,41218.54,0,1,0,1,1,3,High Risk,High Risk Review
10859,47,68085.76,836,56655.97,16,36559.47,13,1,0.487,Home Improvement,Mortgage,0.537,0.832,Excellent,40K to 75K,0.16,0,0,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
10860,70,143284.06,738,29262.75,11,0,3,3,0.122,Debt Consolidation,Mortgage,0,0.204,Good,120K Plus,0.16,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
10861,59,18904.98,721,33235.93,15,9994.29,8,2,0.574,Auto,Rent,0.529,1.758,Good,Under 40K,0.45000000000000007,0,0,1,0,1,0,1,3,High Risk,High Risk Review
10862,70,67154.93,792,24766.19,8,25491.29,15,2,0.215,Debt Consolidation,Own,0.38,0.369,Very Good,40K to 75K,0.09000000000000001,0,0,0,0,1,0,0,1,Low Risk,Approve
10863,56,67496.56,682,14181.16,17,34352.36,10,0,0.187,Debt Consolidation,Mortgage,0.509,0.21,Good,40K to 75K,0.14,0,0,1,0,0,0,0,1,Low Risk,Approve
10864,33,88743.17,705,24333.53,14,36663.12,11,4,0.302,Debt Consolidation,Rent,0.413,0.274,Good,75K to 120K,0.21,1,24333.53,0,0,1,0,0,1,Moderate Risk,Approve with Review
10865,43,154946.71,646,23133.64,20,26640.06,1,1,0.163,Debt Consolidation,Own,0.172,0.149,Fair,120K Plus,0.11000000000000001,0,0,0,0,0,1,0,1,Low Risk,Approve
10866,68,77479.95,715,15016.87,5,33629.2,12,3,0.54,Debt Consolidation,Mortgage,0.434,0.194,Good,75K to 120K,0.2,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
10867,23,151092.85,651,5220.77,5,8267.34,17,0,0.396,Medical,Mortgage,0.055,0.035,Fair,120K Plus,0.18000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
10868,63,104267.41,723,13114.83,15,29865.71,9,1,0.578,Personal,Rent,0.286,0.126,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
10869,67,85910.69,592,14019.54,5,0,3,0,0.423,Debt Consolidation,Rent,0,0.163,Fair,75K to 120K,0.23000000000000004,1,14019.54,0,0,0,1,0,1,Moderate Risk,Approve with Review
10870,53,69415.45,759,19147.45,9,9387.92,13,1,0.511,Medical,Mortgage,0.135,0.276,Very Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10871,68,75681.27,783,15610.64,18,34359.15,11,0,0.659,Debt Consolidation,Rent,0.454,0.206,Very Good,75K to 120K,0.11000000000000001,0,0,1,0,0,0,0,1,Low Risk,Approve
10872,56,118192.9,699,16352.91,9,32317.67,16,1,0.59,Auto,Rent,0.273,0.138,Good,75K to 120K,0.09,0,0,0,0,0,0,0,0,Low Risk,Approve
10873,27,88263.25,734,1000,14,20722.77,8,1,0,Debt Consolidation,Rent,0.235,0.011,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
10874,63,132600.94,745,11729.63,22,748.16,7,1,0,Auto,Mortgage,0.006,0.088,Very Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
10875,69,94942.44,710,1000,12,0,8,2,0.663,Debt Consolidation,Rent,0,0.011,Good,75K to 120K,0.21,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
10876,34,84071.69,671,10682.92,8,11800.66,3,1,0.655,Debt Consolidation,Rent,0.14,0.127,Good,75K to 120K,0.09,0,0,0,0,0,0,0,0,Low Risk,Approve
